alpha tag,tag,entity,mode,description,input,type,tone,entity_type,group,license,category,tone in,frequency
VK4RGT,Ham,Amateur Radio,FM,Maurice Hill - Gladstone city,146.025,RM,,Amateur Radio,2 Metre,VK4RGT,VK4,,146.625
VK4ROM,Ham,Amateur Radio,FM,Grafton Range - Roma,146.050,RM,,Amateur Radio,2 Metre,VK4ROM,VK4,,146.650
VK4RHB,Ham,Amateur Radio,FM,Ghost Hill - Hervey Bay,146.050,RM,,Amateur Radio,2 Metre,VK4RHB,VK4,,146.650
VK4RBY,Ham,Amateur Radio,FM,Black Mountain -  Mackay,146.050,RM,,Amateur Radio,2 Metre,VK4RBY,VK4,,146.650
VK4RET,Ham,Amateur Radio,FM,Mt Kiangrow  - South Burnet & Darling Downs,146.075,RM,,Amateur Radio,2 Metre,VK4RET,VK4,,146.675
VK4RSA,Ham,Amateur Radio,FM,Sarina - Mackay,146.075,RM,,Amateur Radio,2 Metre,VK4RSA,VK4,,146.675
VK4RTA,Ham,Amateur Radio,FM,Longlands Gap - Atherton Tableland,146.075,RM,,Amateur Radio,2 Metre,VK4RTA,VK4,,146.675
VK4RAR,Ham,Amateur Radio,FM,Mt Archer - Rockhampton,146.100,RM,,Amateur Radio,2 Metre,VK4RAR,VK4,,146.700
VK4RAT,Ham,Amateur Radio,FM,Mt Stuart - Townsville,146.100,RM,,Amateur Radio,2 Metre,VK4RAT,VK4,,146.700
VK4RMI,Ham,Amateur Radio,FM,Four Mile Hill - Mount Isa,146.100,RM,,Amateur Radio,2 Metre,VK4RMI,VK4,,146.700
VK4RCM,Ham,Amateur Radio,FM,Mt Boulder - Gympie & Wide Bay,146.125,RM,,Amateur Radio,2 Metre,VK4RCM,VK4,,146.725
VK4RSB,Ham,Amateur Radio,FM,Mt Roundback - Bowen,146.125,RM,,Amateur Radio,2 Metre,VK4RSB,VK4,,146.725
VK4RDD,Ham,Amateur Radio,FM,O'Rourke's House - Toowoomba,146.150,RM,,Amateur Radio,2 Metre,VK4RDD,VK4,,146.750
VK4RGY,Ham,Amateur Radio,FM,Mt Wolvi - Gympie,146.175,RM,,Amateur Radio,2 Metre,VK4RGY,VK4,,146.775
VK4RBM,Ham,Amateur Radio,FM,Blue Mountain - Mackay,146.175,RM,,Amateur Radio,2 Metre,VK4RBM,VK4,,146.775
VK4RBU,Ham,Amateur Radio,FM,Mt Goonaneman - Bundaberg,146.200,RM,,Amateur Radio,2 Metre,VK4RBU,VK4,,146.800
VK4RMP,Ham,Amateur Radio,FM,Midge Point - Proserpine,146.200,RM,,Amateur Radio,2 Metre,VK4RMP,VK4,,146.800
VK4RCR,Ham,Amateur Radio,FM,Braeside - Stanthorpe,146.225,RM,,Amateur Radio,2 Metre,VK4RCR,VK4,,146.825
VK4RSP,Ham,Amateur Radio,FM,Roddas Lookout - Springsure,146.225,RM,,Amateur Radio,2 Metre,VK4RSP,VK4,,146.825
VK4RHT,Ham,Amateur Radio,FM,Hann Tableland - Atherton Tablelands,146.250,RM,,Amateur Radio,2 Metre,VK4RHT,VK4,,146.850
VK4RHR,Ham,Amateur Radio,FM,Hodgson Range West - Central Highlands,146.325,RM,,Amateur Radio,2 Metre,VK4RHR,VK4,,146.925
VK4RBD,Ham,Amateur Radio,FM,Blackdown Tableland - Blackwater,146.350,RM,,Amateur Radio,2 Metre,VK4RBD,VK4,,146.950
VK4RRR,Ham,Amateur Radio,FM,Mt.Seaview North - Central Highlands,146.375,RM,,Amateur Radio,2 Metre,VK4RRR,VK4,,146.975
VK4RMK,Ham,Amateur Radio,FM,Mt.Blackwood - Mackay,146.400,RM,,Amateur Radio,2 Metre,VK4RMK,VK4,,147.000
VK4RCQ,Ham,Amateur Radio,FM,Banana Range,146.400,RM,,Amateur Radio,2 Metre,VK4RCQ,VK4,,147.000
VK4RBP,Ham,Amateur Radio,FM,Butchers Creek - Atherton Tableland,147.700,RM,,Amateur Radio,2 Metre,VK4RBP,VK4,,147.100
VK4RIL,Ham,Amateur Radio,FM,Hatton Vale - Laidley,147.100,RM,,Amateur Radio,2 Metre,VK4RIL,VK4,,147.700
VK4RBG,Ham,Amateur Radio,FM,The Hummock - Bundaberg,147.200,RM,,Amateur Radio,2 Metre,VK4RBG,VK4,,147.800
VK4RED,Ham,Amateur Radio,FM,Dalby,147.250,RM,,Amateur Radio,2 Metre,VK4RED,VK4,,147.850
ARFF,Aircraft,Aviation Rescue and Fire Fighting (ARFF),AM,National ARFF Aircraft,,BM,CSQ,Federal,National,VKE787,Queensland Airports,,131.000
ARFF,Federal,Aviation Rescue and Fire Fighting (ARFF),P25,National P25 Simplex,,BM,A5A NAC,Federal,National,,Queensland Airports,,509.625
FAR NTH,Public Works,Department of Transport and Main Roads,FM,Cairns,,M,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,161.225
FAR NTH,Public Works,Department of Transport and Main Roads,FM,Saddle Mountain,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,164.1875
NORTHERN,Public Works,Department of Transport and Main Roads,FM,Mt Cudmore - Ingham,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,163.6125
NORTHERN,Public Works,Department of Transport and Main Roads,FM,Mt Stuart,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,164.150
MACKAY/WICK,Public Works,Department of Transport and Main Roads,FM,Summer Hill,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,163.9625
MACKAY/WICK,Public Works,Department of Transport and Main Roads,FM,Mt Devlin,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,164.1875
MACKAY/WICK,Public Works,Department of Transport and Main Roads,FM,Mt Rolfe,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,164.250
MACKAY/WICK,Public Works,Department of Transport and Main Roads,FM,Mt Devlin,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,164.725
FITZROY,Public Works,Department of Transport and Main Roads,FM,Expedition Range - Baralaba,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,163.9625
FITZROY,Public Works,Department of Transport and Main Roads,FM,Mt Hopeful - Rockhampton,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,164.150
FITZROY,Public Works,Department of Transport and Main Roads,FM,Mt Tabletop - Emerald,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,164.1875
NORTH CST,Public Works,Department of Transport and Main Roads,FM,Wilkes Knob,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,164.1875
SOUTHERN,Public Works,Department of Transport and Main Roads,FM,Mt Tamborine,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,164.250
SOUTHERN,Public Works,Department of Transport and Main Roads,FM,Mt Tamborine,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,164.725
WIDE BAY/BUR,Public Works,Department of Transport and Main Roads,FM,Westwood Range - Bundaberg,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,164.250
DARLING DWNS,Public Works,Department of Transport and Main Roads,FM,Bony Mountain,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,164.0625
DARLING DWNS,Public Works,Department of Transport and Main Roads,FM,Passchendaele,,RM,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,164.2625
SIMPLEX,Public Works,Department of Transport and Main Roads,FM,Queensland Wide,,M,,Public Safety,RoadTek,AXG327,TMR - Transport and Main Roads,,467.025
SIMPLEX,Public Works,Department of Transport and Main Roads,FM,Queensland Wide,,M,,Public Safety,RoadTek,VLB258,TMR - Transport and Main Roads,,467.075
SIMPLEX,Public Works,Department of Transport and Main Roads,FM,Queensland Wide,,M,,Public Safety,RoadTek,VLB260,TMR - Transport and Main Roads,,469.950
QLD,Public Works,Department of Transport and Main Roads,FM,Queensland Wide,,M,,Public Safety,RoadTek,VL4TC,TMR - Transport and Main Roads,,509.650
NORTHERN,Utilities,Ergon Energy,FM,Mt Stuart,,RM,,Utility,VHF Mid,VL4CH,Communications Network,,78.775
SOUTHERN,Utilities,Ergon Energy,FM,Mt Goonaneman,,RM,,Utility,VHF Mid,VL4DN,Communications Network,,78.775
CENTRAL,Utilities,Ergon Energy,FM,Mt Esk,,RM,,Utility,VHF Mid,VL4CB,Communications Network,,78.7875
NORTHERN,Utilities,Ergon Energy,FM,Cameron Hill,,RM,,Utility,VHF Mid,VL4CH,Communications Network,,78.8125
NORTHERN,Utilities,Ergon Energy,FM,Kelly Mountain,,RM,,Utility,VHF Mid,VL4CH,Communications Network,,78.950
NORTHERN,Utilities,Ergon Energy,FM,Mt Walker,,RM,,Utility,VHF Mid,VL4CH,Communications Network,,78.9625
SOUTHERN,Utilities,Ergon Energy,FM,Mundubbera,,RM,,Utility,VHF Mid,VL4DN,Communications Network,,78.9625
SOUTHERN,Utilities,Ergon Energy,FM,Legume,,RM,,Utility,VHF Mid,VL4TB,Communications Network,,78.9625
SOUTHERN,Utilities,Ergon Energy,FM,Mt Watalgan,,RM,,Utility,VHF Mid,VL4DN,Communications Network,,78.9875
NORTHERN,Utilities,Ergon Energy,FM,Mt Isa,,RM,,Utility,VHF Mid,VL4CH,Communications Network,,79.000
SOUTHERN,Utilities,Ergon Energy,FM,Mt Boo Boo,,RM,,Utility,VHF Mid,VL4DN,Communications Network,,79.050
CENTRAL,Utilities,Ergon Energy,FM,Mt Perry,,RM,,Utility,VHF Mid,VL4CB,Communications Network,,79.050
SOUTHERN,Utilities,Ergon Energy,FM,Musket Flats,,RM,,Utility,VHF Mid,VL4DN,Communications Network,,79.0875
CENTRAL,Utilities,Ergon Energy,FM,Mt Stuart,,RM,,Utility,VHF Mid,VL4CH,Communications Network,,79.0875
STATEWIDE,Utilities,Ergon Energy,FM,STATEWIDE,,M,,Utility,VHF Mid,VLB653,Communications Network,,410.625
STATEWIDE,Utilities,Ergon Energy,FM,STATEWIDE,,M,,Utility,VHF Mid,VLB654,Communications Network,,410.825
1 V,EMS Dispatch,Queensland Ambulance Service,FMN,"Vote West - CH - 11, 13, 16, 17, 19, 23, 25, 30",,RM,,Public Safety,UHF Channels,,QAS,,0.000
2 V,EMS Dispatch,Queensland Ambulance Service,FMN,"Vote South East - CH - 10, 20, 21, 22",,RM,,Public Safety,UHF Channels,,QAS,,0.000
3 V,EMS Dispatch,Queensland Ambulance Service,FMN,"Vote Central - CH - 10, 13, 16, 17, 19, 20, 21, 22,  23, 25",,RM,,Public Safety,UHF Channels,,QAS,,0.000
4 V,EMS Dispatch,Queensland Ambulance Service,FMN,"Vote Caboolture - CH - 24, 26, 27, 31, 32, 33, 61, 92, 97, 108",,RM,,Public Safety,UHF Channels,,QAS,,0.000
5 V,EMS Dispatch,Queensland Ambulance Service,FMN,"Vote Brisbane/ North - CH - 28, 29, 34, 37, 39, 42, 46, 107, 111, 112",,RM,,Public Safety,UHF Channels,,QAS,,0.000
6 V,EMS Dispatch,Queensland Ambulance Service,FMN,"Vote South/ Bayside - CH - 38, 41, 43, 45, 47, 59, 67, 85, 124, 130",,RM,,Public Safety,UHF Channels,,QAS,,0.000
7 V,EMS Dispatch,Queensland Ambulance Service,FMN,"Vote Ipswich - CH - 12, 50, 52, 53, 66, 69, 76, 87, 91, 96, 116",,RM,,Public Safety,UHF Channels,,QAS,,0.000
8 V,EMS Dispatch,Queensland Ambulance Service,FMN,"Vote Beenleigh - CH - 40, 44, 48, 62, 70, 72, 74, 86, 99",,RM,,Public Safety,UHF Channels,,QAS,,0.000
9 V,EMS Dispatch,Queensland Ambulance Service,FMN,"Vote Gold Coast - CH - 36, 68, 71, 73, 77, 98, 103, 117",,RM,,Public Safety,UHF Channels,,QAS,,0.000
10,EMS Dispatch,Queensland Ambulance Service,FMN,Caloundra,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.175
11,EMS Dispatch,Queensland Ambulance Service,FMN,Nambour (Widgee Mountain),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.1125
12,EMS Dispatch,Queensland Ambulance Service,FMN,Ipswich-Laidley (Mt Perseverance),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.150
13,EMS Dispatch,Queensland Ambulance Service,FMN,Gympie (Mt Boulder),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.275
14,EMS Dispatch,Queensland Ambulance Service,FMN,Gympie (Mt Kanighan),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.1375
15,EMS Dispatch,Queensland Ambulance Service,FMN,Nambour (Wilkes Knob),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.650
16,EMS Dispatch,Queensland Ambulance Service,FMN,Cooroy (Black Mountain),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.575
17,EMS Dispatch,Queensland Ambulance Service,FMN,Nambour (Wilkes Knob),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.025
18,EMS Dispatch,Queensland Ambulance Service,FMN,Gympie (Mt Kanighan),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.125
19,EMS Dispatch,Queensland Ambulance Service,FMN,Gympie (Mt Boulder),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.075
20,EMS Dispatch,Queensland Ambulance Service,FMN,Noosa (Noosa Hill),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.200
21,EMS Dispatch,Queensland Ambulance Service,FMN,Coolum (Mt Coolum),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.550
22,EMS Dispatch,Queensland Ambulance Service,FMN,Maroochydore (Point Cartwright),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.300
23,EMS Dispatch,Queensland Ambulance Service,FMN,Nambour (Mt Allan),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.400
24,EMS Dispatch,Queensland Ambulance Service,FMN,Woodford-Kilcoy (Mt Kilcoy),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.875
25,EMS Dispatch,Queensland Ambulance Service,FMN,Nambour (Kelks Hill),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.825
26,EMS Dispatch,Queensland Ambulance Service,FMN,Bruce Highway (Moreton Island),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.1625
27,EMS Dispatch,Queensland Ambulance Service,FMN,Redcliffe (Redcliffe Hospital),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.375
28,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane North (Prince Charles Hospital),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.150
29,EMS Dispatch,Queensland Ambulance Service,FMN,Brendale (Clear Mountain),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.2125
30,EMS Dispatch,Queensland Ambulance Service,FMN,Rainbow Beach,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.750
31,EMS Dispatch,Queensland Ambulance Service,FMN,Dayboro-D'Aguilar (Mt Mee),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.1375
32,EMS Dispatch,Queensland Ambulance Service,FMN,Caboolture (D'Aguilar Range),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.475
33,EMS Dispatch,Queensland Ambulance Service,FMN,Caboolture (Constitution Hill),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.275
34,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane North (D'Aguilar Range),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.225
35,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane Central (Constitution Hill),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.575
36,EMS Dispatch,Queensland Ambulance Service,FMN,Broadbeach (Jupiters Casino),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.0875
37,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane Central (Constitution Hill),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.850
38,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane South (Constitution Hill),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.100
39,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane Central (Royal Brisbane Hospital),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.1875
40,EMS Dispatch,Queensland Ambulance Service,FMN,Beenleigh (Mt Cotton),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.125
41,EMS Dispatch,Queensland Ambulance Service,FMN,Bayside (Mt Cotton),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.750
42,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane-Fort.Valley (Mineral House),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.175
43,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane (111 George St),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.400
44,EMS Dispatch,Queensland Ambulance Service,FMN,Beaudesert-Border (Mt Cainbable),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,414.6625
45,EMS Dispatch,Queensland Ambulance Service,FMN,Bayside (Alexandra Hills Water Tower),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.875
46,EMS Dispatch,Queensland Ambulance Service,FMN,Samford Valley Area (Mt Glorious),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.350
47,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane South (Mt Gravatt),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.550
48,EMS Dispatch,Queensland Ambulance Service,FMN,Beenleigh-Beaudesert (Flinders Peak),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.075
49,EMS Dispatch,Queensland Ambulance Service,FMN,Ipswich-Laidley (Mt Stradbroke),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.025
50,EMS Dispatch,Queensland Ambulance Service,FMN,Ipswich-Boonah (Flinders Peak),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.300
51,EMS Dispatch,Queensland Ambulance Service,FMN,Ipswich-Laidley (Mt Perseverance),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.3875
52,EMS Dispatch,Queensland Ambulance Service,FMN,Ipswich-Esk (Mt Brisbane),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.975
53,EMS Dispatch,Queensland Ambulance Service,FMN,Ipswich (Ipswich Hospital),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.0875
54,EMS Dispatch,Queensland Ambulance Service,FMN,Cooroy (Black Mountain),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.350
56,EMS Dispatch,Queensland Ambulance Service,FMN,Nambour (Wilkes Knob),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.425
57,EMS Dispatch,Queensland Ambulance Service,FMN,QAS U57,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.4125
58,EMS Dispatch,Queensland Ambulance Service,FMN,QAS U58,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.200
59,EMS Dispatch,Queensland Ambulance Service,FMN,Bayside (Wynnum Water Tower),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.3875
60,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane (Constitution Hill),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.650
61,EMS Dispatch,Queensland Ambulance Service,FMN,Caboolture (Clear Mountain),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.0875
62,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane / Gold Coast Highway (Darlington Range),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.1125
63,EMS Dispatch,Queensland Ambulance Service,FMN,Ipswich-Beaudesert (Flinders Peak),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.825
64,EMS Dispatch,Queensland Ambulance Service,FMN,Gold Coast (Springbrook),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.425
65,EMS Dispatch,Queensland Ambulance Service,FMN,Coolangatta-Tweed (Razorback),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.850
66,EMS Dispatch,Queensland Ambulance Service,FMN,Rosewood-Laidley (Rosewood),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.1875
67,EMS Dispatch,Queensland Ambulance Service,FMN,Russell Island (North Stradbroke Island),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.3625
68,EMS Dispatch,Queensland Ambulance Service,FMN,Gold Coast (Elanora),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.3875
69,EMS Dispatch,Queensland Ambulance Service,FMN,Ipswich (Mt Stradbroke),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.025
70,EMS Dispatch,Queensland Ambulance Service,FMN,Mt Tamborine (Eagle Heights),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.475
71,EMS Dispatch,Queensland Ambulance Service,FMN,Coolangatta (Razorback),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.550
72,EMS Dispatch,Queensland Ambulance Service,FMN,Beaudesert (Mt Mahomet),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.1625
73,EMS Dispatch,Queensland Ambulance Service,FMN,Southport (Gold Coast Hospital),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.200
74,EMS Dispatch,Queensland Ambulance Service,FMN,Tamborine-Canungra (Lahey's Lookout),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.400
75,EMS Dispatch,Queensland Ambulance Service,FMN,Beaudesert-Border (Mt Cainbable),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.875
76,EMS Dispatch,Queensland Ambulance Service,FMN,Boonah-Border (Mt French),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.200
77,EMS Dispatch,Queensland Ambulance Service,FMN,Gold Coast (Springbrook),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.2125
78,EMS Dispatch,Queensland Ambulance Service,FMN,Toowoomba (Picnic Point),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.375
79,EMS Dispatch,Queensland Ambulance Service,FMN,Vehicle Crossband,,RM,186.2 PL,Public Safety,UHF Channels,VH4AMB,QAS,,465.450
80,EMS Dispatch,Queensland Ambulance Service,FMN,State Wide (Simplex),,M,CSQ,Public Safety,UHF Channels,VH4AMB,QAS,,410.600
81,EMS Dispatch,Queensland Ambulance Service,FMN,State Wide (Simplex),,M,CSQ,Public Safety,UHF Channels,VH4AMB,QAS,,410.800
82,EMS Dispatch,Queensland Ambulance Service,FMN,Vehicle Crossband,,RM,186.2 PL,Public Safety,UHF Channels,VH4AMB,QAS,,465.850
83,EMS Dispatch,Queensland Ambulance Service,FMN,Vehicle Crossband,,RM,186.2 PL,Public Safety,UHF Channels,VH4AMB,QAS,,466.050
84,EMS Dispatch,Queensland Ambulance Service,FMN,Bayside (Mt Cotton),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.4125
85,EMS Dispatch,Queensland Ambulance Service,FMN,North Stradbroke Island (Point Lookout),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.975
86,EMS Dispatch,Queensland Ambulance Service,FMN,Park Ridge (Park Ridge Water Tower),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.225
87,EMS Dispatch,Queensland Ambulance Service,FMN,Ipswich (Constitution Hill),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,414.8125
88,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane / Gold Coast (111 George St / Surfers Paradise),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,414.9625
89,EMS Dispatch,Queensland Ambulance Service,FMN,Gold Coast (Springbrook),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,415.1125
90,Interop,Queensland Ambulance Service,FMN,State Wide (Emergency Services Common),,M,CSQ,Public Safety,UHF Channels,VH4AMB,QAS,,467.975
91,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane Valley Area (Mt Glorious),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,415.4125
92,EMS Dispatch,Queensland Ambulance Service,FMN,Caboolture,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,415.1125
93,EMS Dispatch,Queensland Ambulance Service,FMN,Caboolture (D'Aguilar Range),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,414.6625
94,EMS Dispatch,Queensland Ambulance Service,FMN,Maryborough (Takura Hill),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,414.8125
95,EMS Dispatch,Queensland Ambulance Service,FMN,Event Repeater,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,414.9625
96,EMS Dispatch,Queensland Ambulance Service,FMN,Moore (Blackbutt Range),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,415.1125
97,EMS Dispatch,Queensland Ambulance Service,FMN,Bribie Island (Bribie Island),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,415.2625
98,EMS Dispatch,Queensland Ambulance Service,FMN,Gold Coast (Surfers Paradise CBD),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,415.4125
99,EMS Dispatch,Queensland Ambulance Service,FMN,Beenleigh-Beaudesert (Hendersons Knob),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,415.2625
100,EMS Dispatch,Queensland Ambulance Service,FMN,Gympie,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.475
101,EMS Dispatch,Queensland Ambulance Service,FMN,Toowoomba,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.725
102,EMS Dispatch,Queensland Ambulance Service,FMN,QAS U102,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.8125
103,EMS Dispatch,Queensland Ambulance Service,FMN,Gold Coast (Pacific Pines),,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.8875
104,EMS Dispatch,Queensland Ambulance Service,FMN,QAS U104,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.9625
105,EMS Dispatch,Queensland Ambulance Service,FMN,Toowoomba,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.0375
106,EMS Dispatch,Queensland Ambulance Service,FMN,Maryborough,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.3625
107,EMS Dispatch,Queensland Ambulance Service,FMN,Enoggera Hill,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.725
108,EMS Dispatch,Queensland Ambulance Service,FMN,Mango Hill,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.8125
